skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
o365,https://i.ytimg.com/vi/zz_H5jBP158/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDkG3IethwEfw6GJZt8Cp1q4n8VMg,https://youtube.com/watch?v=zz_H5jBP158&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,How to Become a Data Architect,104K views,5 years ago,365 Data Science,How to Become a Data Architect ? | We talk about an alternative way of getting into data science by becoming a data architect !,6:55,5,"['Intro', 'Who is a Data Architect', 'How much do Data Architects make', 'Academic background', 'Skills']"
o365,https://i.ytimg.com/vi/q43jUUpxVNI/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD_QzyJE_G-SwbjlzF5ePzdfi-cjg,https://youtube.com/watch?v=q43jUUpxVNI&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,How to Become a Data Architect (the Ultimate Guide),1.1K views,5 months ago,The Data Engineering Channel,Looking for more business related data content - Businesses: Reach out for a free consultation ...,5:29,6,"['Introduction to Data Engineering and Data Architecture', 'The Evolution of Data Engineering', 'Key Skills for Data Architects', 'Practical Steps to Transition to Data Architect', 'Case Study: A Successful Data Engineer to Data Architect Transition', 'The Future of Data Engineering and Data Architecture **** Affiliate links to great Data Engineering Books']"
o365,https://i.ytimg.com/vi/8fI2IB9acxk/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDy7FfxfMQ9p-fiUZ5pOXI649uyUQ,https://youtube.com/watch?v=8fI2IB9acxk&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,Teams & Microsoft 365 Power User Group | M365 Architecture Design,1.6K views,4 years ago,Mytech Partners,,47:37,9,"['Agenda', 'Just a little about Mytech', 'A Power User is someone who', 'Microsoft 365 Suite Comparison', 'Microsoft Teams Architecture', 'Office 365 Groups', 'What makes O365 Groups special?', ""What's the catch with O365 Groups"", 'What you walk away with']"
o365,https://i.ytimg.com/vi/RWRAst_CJ6o/hqdefault.jpg?sqp=-oaymwEnCOADEI4CSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAdZce1Xm8pmBAHU12Ir_k8EWQWtQ,https://youtube.com/watch?v=RWRAst_CJ6o&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,10 things a M365 Architect should know before they go contracting with Peter Ward,318 views,3 years ago,M365 Chicago,,54:31,,
o365,https://i.ytimg.com/vi/TaMJ0Y5CmzA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAwKppJ_Bz9f64s2bnh_5AtXTJyZg,https://youtube.com/watch?v=TaMJ0Y5CmzA&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,Crash Course in Data Architecture,73K views,4 years ago,Dataiku,"Data architecture is the foundation of every organization's data strategy, but it's not just something for CIOs and data architects ...",44:56,14,"['Introduction', 'What is Data Architecture', 'Data Architecture Example', 'Data Architecture Steps', 'Security', 'Scaling', 'Big Concepts', 'Data Structure', 'Audience Questions', 'Building for the Future', 'Team Management', 'Quantifying ROI', 'Challenges', 'Question']"
o365,https://i.ytimg.com/vi/omKW9ukXFFM/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-CYAC0AWKAgwIABABGGQgZChkMA8=&rs=AOn4CLDiK5QRWiVRWlcPJxD0fj-VoxPnrQ,https://youtube.com/watch?v=omKW9ukXFFM&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,Office 365 Advanced Data Governance Demo,21K views,7 years ago,Microsoft 365,"Partner Group Program Manager Kamal Janardhan, shares a detailed overview and demonstration of Office 365 Advanced Data ...",13:38,6,"['Introduction', 'Creating Retention Policies', 'Creating Labels', 'Applying Labels', 'Advanced Data Governance', 'Summary']"
o365,https://i.ytimg.com/vi/zUWAqYgARxE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC3cFMbi2ts3gXcGQfS2-YeVNqvSA,https://youtube.com/watch?v=zUWAqYgARxE&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,"Understand data residency, Multi-Geo and how Microsoft secures your data in Office 365",2.6K views,6 years ago,Microsoft Tech Summit,"There are also Robust controls available to customers, to manage the Office 365 data , and how users access it. All of this makes ...",29:23,,
o365,https://i.ytimg.com/vi/lPiR3DzNjvE/hqdefault.jpg?sqp=-oaymwEnCOADEI4CSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBPHWYp4LIZhLT4zeRhMepxKma_PA,https://youtube.com/watch?v=lPiR3DzNjvE&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,Data Architect vs. Data Engineer: What's the Difference?,13K views,1 year ago,Eye on Tech,Data architects and data engineers are vital roles in the data management team. Sometimes they get conflated with each other ...,2:30,5,"['Intro', 'Main Differences', 'Skills', 'Qualifications', 'Summary']"
o365,https://i.ytimg.com/vi/ySKjhmg9RRo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDjU8rRHrYSfcwQ28HUxN4YAPuKjA,https://youtube.com/watch?v=ySKjhmg9RRo&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdNIHCQl-CQGHKiGM7w%3D%3D,Microsoft 365 Basics Full Course Tutorial (3+ Hours),342K views,1 year ago,Learnit Training,Microsoft 365 Basics Full Course Tutorial (3+ Hours) Get Ad-Free Training by becoming a member today!,3:23:35,36,"['Start', 'Introduction', 'Overview', 'Getting Started with Excel', 'Excel Interface', 'Excel Shortcuts', 'Data and Lists', 'Basic Formulas and Calculations', 'Relative Referencing', 'Absolute Referencing', 'Basic Functions', 'Saving and Printing', 'PowerPoint Interface and Themes', 'Slides, Text, and Objects', 'Editing Text', 'PowerPoint Shortcuts', 'Inserting and Formatting Images', 'Inserting Multiple Objects', 'Object Format and Layout', 'Animations, Spell Check, and Accessibility', 'Getting Started with Outlook', 'Outlook Interface', 'Composing Messages', 'Managing Mailboxes', 'Message Tracking and Unsending', 'Scheduling Meetings', 'Printing Calendars', 'What is Teams?', 'Teams Interface and Shortcuts', 'Chat', 'Calls and Screen Sharing', 'Creating Teams', 'Creating Channels', 'Scheduling Meetings', 'Notifications', 'Conclusion']"
o365,https://i.ytimg.com/vi/9tqS_Uqo_zA/hqdefault.jpg?sqp=-oaymwEnCOADEI4CSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBZDL5AU2CaiRPa4n1g7FEQ6SLQJA,https://youtube.com/watch?v=9tqS_Uqo_zA&pp=ygUfQ291cnNlIG8zNjUgbzM2NSBEYXRhIEFyY2hpdGVjdA%3D%3D,Microsoft 365 PnP Weekly – Episode 108,436 views,4 years ago,Microsoft Community Learning,,53:26,3,"['Mark Kashman Microsoft', 'Microsoft 365 Team', 'Abhishek Anand (Microsoft)']"
