skill,link,image_link,partner,title,rating,num_review,course_type,duration,difficulty_numeric,price,description,wilson_score
agile,https://www.coursera.org/specializations/machine-learning-introduction,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3a/9d2a7af297483a845340bcfbac6f1e/MLS.course-banners-01_Course-Logo-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Multiple educators,Machine Learning,4.9,33000,Course,40,1.0,15.733333333333334,"list Unsupervised Learning, Supervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Classification And Regression Tree (CART), Machine Learning Algorithms, Machine Learning, Jupyter, Applied Machine Learning, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), NumPy, Predictive Modeling, Deep Learning, Artificial Intelligence, Reinforcement Learning, Random Forest Algorithm, Feature Engineering, Artificial Neural Networks",0.9784823539000734
agile,https://www.coursera.org/professional-certificates/ibm-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/78/0b8c921b6346f69278f39ba6ca8128/Professional-Certificate---IBM-Machine-Language.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,IBM Machine Learning,4.6,3000,Certificate,120,3.0,47.2,"list Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Generative AI, Dimensionality Reduction, Reinforcement Learning, Data Cleansing, Applied Machine Learning, Data Access, Deep Learning, Data Analysis, Regression Analysis, Machine Learning, Statistical Analysis, Statistical Inference, Statistical Hypothesis Testing, Machine Learning Algorithms, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library)",0.910076412216711
agile,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/30/642985a29449dba4ed46240a482e3a/new-ml-on-gcp-logo.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Google Cloud,Preparing for Google Cloud Certification: Machine Learning Engineer,4.4,4800,Certificate,120,3.0,47.2,"list Feature Engineering, MLOps (Machine Learning Operations), Google Cloud Platform, Generative AI, Tensorflow, Keras (Neural Network Library), Apache Airflow, Cloud Infrastructure, Artificial Intelligence and Machine Learning (AI/ML), Data Pipelines, Systems Design, Data Management, Data Governance, Hybrid Cloud Computing, Workflow Management, Artificial Intelligence, Application Deployment, Cloud Management, DevOps, Systems Architecture",0.8708014063046318
agile,https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b7/4e4fa0bc6d11e889b30b8a6e5b0715/adv-ml-gcp-2x.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Google Cloud,Advanced Machine Learning on Google Cloud,4.5,1500,Course,120,3.0,47.2,"list Natural Language Processing, MLOps (Machine Learning Operations), Tensorflow, Reinforcement Learning, Computer Vision, Google Cloud Platform, Keras (Neural Network Library), Systems Design, Image Analysis, Hybrid Cloud Computing, Applied Machine Learning, Systems Architecture, Performance Tuning, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Artificial Neural Networks, Machine Learning, Machine Learning Algorithms, Distributed Computing, Unsupervised Learning",0.8843086483541914
agile,https://www.coursera.org/learn/machine-learning-with-python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3c/77927732934dc0a10a44bd3306833d/1200x1200px_1001823008.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,Machine Learning with Python,4.7,17000,Course,40,2.0,15.733333333333334,"list Supervised Learning, Feature Engineering, Jupyter, Unsupervised Learning, Scikit Learn (Machine Learning Library), Machine Learning Algorithms, Python Programming, Applied Machine Learning, Statistical Machine Learning, Predictive Modeling, Machine Learning, Dimensionality Reduction, Classification And Regression Tree (CART), Matplotlib, Regression Analysis, Random Forest Algorithm, Statistical Modeling, Data Manipulation",0.9364449534850013
agile,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/60/4dcc823c1b42f3a45381bcfe716a0d/The-Nuts-and-Bolts-of-Machine-Learning.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces,Google,The Nuts and Bolts of Machine Learning,4.8,486,Course,40,3.0,15.733333333333334,"list Feature Engineering, Applied Machine Learning, Advanced Analytics, Predictive Modeling, Analytics, Unsupervised Learning, Data Ethics, Machine Learning, Machine Learning Algorithms, Supervised Learning, Random Forest Algorithm, Decision Tree Learning, Performance Tuning, Python Programming",0.9394433869136217
agile,https://www.coursera.org/specializations/mlops-machine-learning-duke,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e8/aa5e4ac023422abec7ecef02b259ae/Screen-Shot-2023-05-04-at-2.10.07-PM.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Duke University,MLOps | Machine Learning Operations,4.1,422,Course,120,3.0,47.2,"list MLOps (Machine Learning Operations), Pandas (Python Package), AWS SageMaker, NumPy, Microsoft Azure, Unit Testing, Data Ethics, Application Deployment, Data Manipulation, Exploratory Data Analysis, Containerization, Data Pipelines, CI/CD, Software Testing, Data Import/Export, Amazon Web Services, Feature Engineering, Artificial Intelligence and Machine Learning (AI/ML), Docker (Software), Rust (Programming Language)",0.7817991345062364
agile,https://www.coursera.org/learn/machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9c/90ae67ecdb4185a4ae79ec9a5ae0b6/Course-Logo--1.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,DeepLearning.AI,Supervised Machine Learning: Regression and Classification,4.9,28000,Course,10,1.0,3.9333333333333336,"list Supervised Learning, Jupyter, Artificial Intelligence and Machine Learning (AI/ML), Scikit Learn (Machine Learning Library), Machine Learning, NumPy, Machine Learning Algorithms, Predictive Modeling, Feature Engineering, Artificial Intelligence, Classification And Regression Tree (CART), Python Programming, Regression Analysis, Unsupervised Learning, Statistical Modeling, Data-Driven Decision-Making, Algorithms",0.9783473667531529
agile,https://www.coursera.org/learn/machine-learning-projects,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/64/396db0843a456b8af3748b81aaa298/Course-logo-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,DeepLearning.AI,Structuring Machine Learning Projects,4.8,50000,Course,10,1.0,3.9333333333333336,"list Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Debugging, Supervised Learning, Data-Driven Decision-Making, Performance Tuning",0.9583014427706361
agile,https://www.coursera.org/learn/agile-development-and-scrum,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1b/9cf5653ab34be5af95f0c72f0b98d2/Introduction-to-Agile-Development-and-Scrum-logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,Introduction to Agile Development and Scrum,4.9,2400,Course,10,1.0,3.9333333333333336,"list Agile Software Development, Agile Methodology, Kanban Principles, Agile Project Management, User Story, Sprint Retrospectives, Sprint Planning, Workflow Management, Performance Metric, Backlogs, Team Building, GitHub, Lean Methodologies, Plan Execution, Continuous Improvement Process, Estimation",0.9738057757559384
