skill,link,image_link,partner,title,rating,num_review,course_type,duration,difficulty_numeric,price,description,wilson_score
.net core,https://www.coursera.org/learn/intro-to-dotnet-core,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/59/8c50da3bc644d587a46a364a6942b4/introducing-.net-core-1-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Board Infinity,Introduction to .NET Core,4.0,63,Course,10,1.0,3.9333333333333336,"list ASP.NET, .NET Framework, C# (Programming Language), Web Applications, Application Frameworks, Model View Controller, Microsoft Visual Studio, Application Deployment, Back-End Web Development, Cross Platform Development, Development Environment, Debugging, Software Architecture, Command-Line Interface",0.68921224320183
.net core,https://www.coursera.org/specializations/asp-dot-net-experience,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a7/c9f13936de4766bc5971cddf28292c/ASP.NET-for-Experienced-Developers.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Board Infinity,ASP.NET for Experienced Developers,4.1,324,Course,40,2.0,15.733333333333334,"list C# (Programming Language), ASP.NET, .NET Framework, Object Oriented Programming (OOP), Docker (Software), Restful API, Azure DevOps, Model View Controller, JSON, Containerization, Microservices, Web Services, DevOps, Application Programming Interface (API), Web Applications, Back-End Web Development, CI/CD, Programming Principles, Server Side, Software Development",0.7759909268641322
.net core,https://www.coursera.org/professional-certificates/microsoft-back-end-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d6/e501bc26a54ab7abfcde147d325869/MicrosoftFrontEndDeveloperProfessionalCertificate_Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Microsoft,Microsoft Back-End Developer,4.5,76,Certificate,120,3.0,47.2,"list Application Deployment, Database Management, C# (Programming Language), Microsoft SQL Servers, SQL, ASP.NET, Load Balancing, CI/CD, Relational Databases, Role-Based Access Control (RBAC), Scalability, Object Oriented Programming (OOP), Databases, Azure DevOps, Authentications, .NET Framework, Graph Theory, Back-End Web Development, Program Development, Data Structures",0.8154526296993961
.net core,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b9/1a78ad4cb14f85bc8290dbc2e6ac55/MicrosoftFullStackDeveloperProfessionalCertificate_Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Microsoft,Microsoft Full-Stack Developer,4.4,93,Certificate,120,3.0,47.2,"list Application Deployment, Cascading Style Sheets (CSS), GitHub, Database Management, C# (Programming Language), Microsoft SQL Servers, HTML and CSS, SQL, ASP.NET, Load Balancing, CI/CD, Version Control, Relational Databases, Git (Version Control System), Role-Based Access Control (RBAC), Scalability, Full-Stack Web Development, Programming Principles, Graph Theory, User Interface (UI)",0.8013991767315382
.net core,https://www.coursera.org/specializations/dot-net-fullstack,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/69/d189dfdb9d46db9bc3641bfdb39bfb/NET-FullStack-Developer.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Board Infinity,.NET FullStack Developer,4.2,292,Course,40,2.0,15.733333333333334,"list Model View Controller, ASP.NET, .NET Framework, Restful API, C# (Programming Language), Hypertext Markup Language (HTML), Front-End Web Development, JSON, Web Services, Application Frameworks, Web Applications, Object Oriented Programming (OOP), Javascript, Web Design and Development, React.js, JavaScript Frameworks, Application Programming Interface (API), Cascading Style Sheets (CSS), Back-End Web Development, Programming Principles",0.7951227616019881
.net core,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/18/2aa16c328a457cb910aa933bf2cd87/Professional-Certificate-Cloud-App.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,IBM Full Stack Software Developer,4.6,54000,Certificate,120,3.0,47.2,"list Istio, Node.JS, Software Development Life Cycle, Unit Testing, Object-Relational Mapping, Cloud Computing Architecture, Server Side, Application Deployment, React Redux, Kubernetes, Cloud Services, OpenShift, Git (Version Control System), Cloud Applications, Full-Stack Web Development, HTML and CSS, Cloud Computing, Jupyter, Generative AI, Interviewing Skills",0.9177536464691897
.net core,https://www.coursera.org/specializations/web-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/webdesign.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,University of Michigan,Web Design for Everybody: Basics of Web Development & Coding,4.7,35000,Course,120,1.0,47.2,"list Wireframing, Responsive Web Design, HTML and CSS, Web Content Accessibility Guidelines, Cascading Style Sheets (CSS), Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Bootstrap (Front-End Framework), Javascript, Front-End Web Development, User Interface (UI), Verification And Validation, Web Development, Interactive Design, Usability, Web Design and Development, Application Frameworks, Event-Driven Programming, Web Applications",0.937542420261412
.net core,https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2c/c9b36e0de04147b43661ee0655561f/Image-JS-Full-Stack.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,IBM Full-Stack JavaScript Developer,4.6,6900,Certificate,120,3.0,47.2,"list Istio, Node.JS, Software Development Life Cycle, Server Side, MongoDB, Application Deployment, CI/CD, Cloud-Native Computing, React Redux, NoSQL, Kubernetes, Restful API, OpenShift, Git (Version Control System), Cloud Applications, Containerization, GitHub, HTML and CSS, Ajax, Interviewing Skills",0.9135727380787718
.net core,https://www.coursera.org/learn/advanced-c-programming-in-net-core,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/15/ec96bbecb0442c9ba88e6eb90fd5dc/Logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,EDUCBA,Advanced C# Programming in .NET Core,4.5,57,Course,10,2.0,3.9333333333333336,"list C# (Programming Language), Software Architecture, .NET Framework, Distributed Computing, Scalability, Object Oriented Programming (OOP), Software Design Patterns, Object-Relational Mapping, Microservices, Debugging, MongoDB, Data Access, Model View Controller, Performance Tuning, Database Management, NoSQL",0.7991813536626011
.net core,https://www.coursera.org/learn/dot-net-full-stack-foundation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4e/f9d71703db4b33ab34aef5322c6666/Net-Full-Stack-Foundation.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Board Infinity,.Net Full Stack Foundation,4.1,246,Course,10,1.0,3.9333333333333336,"list ASP.NET, .NET Framework, C# (Programming Language), Application Frameworks, Web Applications, Object Oriented Programming (OOP), Web Design and Development, Programming Principles, Full-Stack Web Development, Event-Driven Programming, Computer Programming, Debugging, Development Environment, Data Structures",0.7689382354690674
.net core,https://www.coursera.org/learn/gcp-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/31/8ffb301bf011e79fa2d5b154b6a30b/GCP-Fundamentals-Core-Infra.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Google Cloud,Google Cloud Fundamentals: Core Infrastructure,4.7,49000,Course,40,1.0,15.733333333333334,"list Cloud Infrastructure, Google Cloud Platform, Infrastructure As A Service (IaaS), Cloud Applications, Kubernetes, Identity and Access Management, Cloud Computing, Cloud Storage, Network Infrastructure, Containerization, Virtual Machines, Generative AI, Platform As A Service (PaaS), Serverless Computing, Load Balancing, Relational Databases, Scalability",0.9379289766745492
.net core,https://www.coursera.org/specializations/java-fullstack,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/14/4dcbc397754fb880094f4ebde1fdb5/Java-Full-Stack-Developer-specialization-2-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Board Infinity,Java FullStack Developer,4.3,568,Course,40,2.0,15.733333333333334,"list Angular, Web Applications, HTML and CSS, Web Development, Eclipse (Software), JavaScript Frameworks, Spring Boot, Object Oriented Programming (OOP), Restful API, Java Programming, Model View Controller, Object Oriented Design, Hypertext Markup Language (HTML), Front-End Web Development, Software Development Tools, Spring Framework, Java, Web Services, Javascript, Integrated Development Environments",0.8300577620609714
.net frameworks,https://www.coursera.org/specializations/dot-net-fullstack,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/69/d189dfdb9d46db9bc3641bfdb39bfb/NET-FullStack-Developer.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Board Infinity,.NET FullStack Developer,4.2,292,Course,40,2.0,15.733333333333334,"list Model View Controller, ASP.NET, .NET Framework, Restful API, C# (Programming Language), Hypertext Markup Language (HTML), Front-End Web Development, JSON, Web Services, Application Frameworks, Web Applications, Object Oriented Programming (OOP), Javascript, Web Design and Development, React.js, JavaScript Frameworks, Application Programming Interface (API), Cascading Style Sheets (CSS), Back-End Web Development, Programming Principles",0.7951227616019881
.net frameworks,https://www.coursera.org/learn/dot-net-full-stack-foundation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4e/f9d71703db4b33ab34aef5322c6666/Net-Full-Stack-Foundation.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Board Infinity,.Net Full Stack Foundation,4.1,246,Course,10,1.0,3.9333333333333336,"list ASP.NET, .NET Framework, C# (Programming Language), Application Frameworks, Web Applications, Object Oriented Programming (OOP), Web Design and Development, Programming Principles, Full-Stack Web Development, Event-Driven Programming, Computer Programming, Debugging, Development Environment, Data Structures",0.7689382354690674
.net frameworks,https://www.coursera.org/specializations/asp-dot-net-experience,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a7/c9f13936de4766bc5971cddf28292c/ASP.NET-for-Experienced-Developers.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Board Infinity,ASP.NET for Experienced Developers,4.1,324,Course,40,2.0,15.733333333333334,"list C# (Programming Language), ASP.NET, .NET Framework, Object Oriented Programming (OOP), Docker (Software), Restful API, Azure DevOps, Model View Controller, JSON, Containerization, Microservices, Web Services, DevOps, Application Programming Interface (API), Web Applications, Back-End Web Development, CI/CD, Programming Principles, Server Side, Software Development",0.7759909268641322
