skill,link,image_link,partner,title,rating,num_review,course_type,duration,difficulty_numeric,price,description,wilson_score
agile,https://www.coursera.org/professional-certificates/ibm-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/23/22bc54f77f45a2b057f4ff518d272f/iStock-1169539468.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,IBM Data Science,4.6,141000,Certificate,120,3.0,47.2,"list Dashboard, Data Visualization Software, Data Wrangling, Data Visualization, SQL, Supervised Learning, Feature Engineering, Plotly, Interactive Data Visualization, Jupyter, Exploratory Data Analysis, Data Mining, Data Cleansing, Matplotlib, Data Analysis, Unsupervised Learning, Generative AI, Pandas (Python Package), Data Manipulation, Professional Networking",0.9186164994101405
agile,https://www.coursera.org/specializations/introduction-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/32/d719a2d0d946d59e1151bc10ec29f5/Specialization-Certificate-Emblem---IDS---600x600.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,Introduction to Data Science,4.6,98000,Course,120,1.0,47.2,"list SQL, Jupyter, Data Mining, Peer Review, Data Modeling, Relational Databases, Databases, Stored Procedure, Database Management, Database Design, Data Science, Big Data, Data Cleansing, Data Visualization Software, Query Languages, GitHub, Business Analysis, Cloud Computing, Data Analysis, Data Processing",0.9183379195478072
agile,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ce/71671508c84602b9d6d23ce86e2d7d/DevOps-Cloud-Agile-Specialization-Final.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,"DevOps, Cloud, and Agile Foundations",4.7,12000,Course,120,1.0,47.2,"list Agile Software Development, Cloud Computing Architecture, Cloud Services, Agile Methodology, DevOps, Kanban Principles, Cloud Security, Cloud Infrastructure, Cloud Platforms, Cloud Computing, Agile Project Management, Cloud-Native Computing, User Story, Cloud Storage, Sprint Retrospectives, Sprint Planning, Workflow Management, CI/CD, Test Driven Development (TDD), Scrum (Software Development)",0.9357470654567054
agile,https://www.coursera.org/learn/foundations-of-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/70/f904e2a34f44e68fbd22b57349ce05/Foundations-of-Data-Science.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces,Google,Foundations of Data Science,4.7,3000,Course,40,3.0,15.733333333333334,"list Data Storytelling, Data Ethics, Data Analysis, Data-Driven Decision-Making, Analytical Skills, Data Science, Technical Communication, Communication, Business, Business Workflow Analysis, Project Management, Stakeholder Communications, Professional Networking",0.9312209520090996
agile,https://www.coursera.org/learn/data-science-methodology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fd/47b69010c411e8a5bdf508210039a8/data_science_mthodology.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,Data Science Methodology,4.6,21000,Course,10,1.0,3.9333333333333336,"list Jupyter, Peer Review, Data Modeling, Data Science, Data Cleansing, Business Analysis, Data Processing, Predictive Modeling, Data Quality, Data Storytelling, User Feedback, Decision Tree Learning",0.916370393833167
agile,https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/88/d1daa6f23447aca6a11137a0d3ee3f/LDSMASC_Coursera-Specialization-Graphic_600x600.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,"University of California, Irvine",Leverage Data Science for a More Agile Supply Chain,4.5,404,Course,40,2.0,15.733333333333334,"list Supply Chain Planning, Demand Planning, Customer Demand Planning, Inventory Management System, Inventory Control, Supply Chain Management, Supply Chain, Capacity Planning, Resource Planning, Inventory and Warehousing, Process Optimization, Operations Research, Resource Allocation, Service Level, Capacity Management, Performance Measurement, Operational Efficiency, Microsoft Excel, Forecasting, Data-Driven Decision-Making",0.8680033037767528
agile,https://www.coursera.org/specializations/data-science-statistics-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/df/0e03b6513a44e98f4a389e0ef61a42/Data-Science-Statistics-and-Machine-Learning.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Johns Hopkins University,Data Science: Statistics and Machine Learning,4.4,7200,Course,120,2.0,47.2,"list Shiny (R Package), Rmarkdown, Regression Analysis, Leaflet (Software), Exploratory Data Analysis, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Machine Learning Algorithms, Plotly, Interactive Data Visualization, Probability & Statistics, Statistical Machine Learning, Feature Engineering, Statistical Analysis, Statistical Modeling, Probability, Correlation Analysis, Data Science, Data Analysis",0.8725324530576367
agile,https://www.coursera.org/learn/sql-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bb/f59850318b11e88de79f6e54d6a7e2/184x184-SQL-for-DataScience.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,Databases and SQL for Data Science with Python,4.7,22000,Course,40,1.0,15.733333333333334,"list SQL, Relational Databases, Databases, Stored Procedure, Database Management, Database Design, Query Languages, Data Manipulation, Jupyter, Data Analysis, Pandas (Python Package), Transaction Processing",0.936885046649923
agile,https://www.coursera.org/specializations/jhu-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/eb/8e18e0a4f111e59ae9c776a3dd0526/jhu-logo-thumb.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Johns Hopkins University,Data Science,4.5,51000,Course,120,1.0,47.2,"list Shiny (R Package), Rmarkdown, Exploratory Data Analysis, Regression Analysis, Leaflet (Software), Version Control, Statistical Analysis, R Programming, Data Manipulation, Data Cleansing, Data Science, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Visualization, Machine Learning Algorithms, Plotly, Interactive Data Visualization, Probability & Statistics, Knitr",0.8974476163930563
agile,https://www.coursera.org/professional-certificates/ibm-it-scrum-master,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bb/d2d89bc87a48e5b41092b0a1175263/Screenshot-2023-07-05-at-1.42.32-PM.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,IBM IT Scrum Master,4.8,8900,Certificate,120,3.0,47.2,"list Software Development Life Cycle, Agile Software Development, User Story, Sprint Retrospectives, Agile Methodology, DevOps, Kanban Principles, Development Environment, Information Technology, Software Engineering, Computer Hardware, Agile Project Management, Software Architecture, Software Design, Sprint Planning, Cloud Computing, Backlogs, Cloud-Native Computing, Programming Principles, Scrum (Software Development)",0.9558632761257855
