skill,link,image_link,partner,title,rating,num_review,duration,price,description,difficulty_numeric,course_type,wilson_score
.net,https://www.udemy.com/course/the-project-management-course-beginner-to-project-manager/,https://img-c.udemycdn.com/course/240x135/1978132_e90d_5.jpg,365 Careers,The Project Management Course: Beginner to PROject Manager,4.6,74024,8.0,119.99,The Complete Course For Becoming A Successful Project Manager,1.5,Course,0.9180849032304157
.net,https://www.udemy.com/course/a-project-management-course-becoming-a-project-manager/,https://img-c.udemycdn.com/course/240x135/6049011_94c0_2.jpg,Providence Essien,A project management course: Becoming a PROject Manager,4.7,200,1.5,19.99,The Complete Course you need to Becoming a Successful PROject Manager,1.5,Course,0.8996284403371626
.net,https://www.udemy.com/course/it-project-management-delivering-successful-it-projects/,https://img-c.udemycdn.com/course/240x135/2217512_c353.jpg,Tech MBA,IT Project Management: Delivering successful IT projects,4.5,3239,4.0,54.99,A toolkit to the capabilities and skills required to successfully manage and deliver high-impact IT projects,1.5,Course,0.8895349305378717
.net,https://www.udemy.com/course/project-management-with-chatgpt/,https://img-c.udemycdn.com/course/240x135/5534098_a35c_5.jpg,Tobias Becker,Project Management with ChatGPT: AI for Project Managers,4.4,4678,2.5,19.99,Master Modern Project Management with AI. A Comprehensive Guide to Use Chat GPT for Project Managers (+ 42 Prompts),1.0,Course,0.8706784564848952
.net,https://www.udemy.com/course/project-management-with-gen-ai-a-guide-for-project-managers/,https://img-c.udemycdn.com/course/240x135/6488353_f0c1.jpg,AI MENTOR,Project Management with Gen AI: A Guide for Project Managers,4.5,90,2.0,44.99,"Learn Project Management with Generative AI to optimize workflows, automate tasks & drive Success in Project Management",1.5,Course,0.8236749106751688
.net,https://www.udemy.com/course/asp-net-core-true-ultimate-guide-real-project/,https://img-c.udemycdn.com/course/240x135/4931546_c247.jpg,Web Academy by Harsha Vardhan,Asp.Net Core 9 (.NET 9)  | True Ultimate Guide,4.6,5436,87.0,84.99,ASP .NET Core | Asp.Net Core Projects | Bootcamp | Advanced | Interview Questions | Web API | MVC | SOLID Principles,1.5,Course,0.9127268139506526
.net,https://www.udemy.com/course/project-management-mastery/,https://img-c.udemycdn.com/course/240x135/1918248_ad2f.jpg,Chris Croft,Project Management for Non Project Managers - PMP/PMI,4.6,14699,2.5,109.99,Project Management practical guide for all industries,1.5,Course,0.9156445838459703
.net,https://www.udemy.com/course/project-management-basics-for-non-project-managers/,https://img-c.udemycdn.com/course/240x135/5724764_1da6_3.jpg,Robert Hean,Project Management Basics for Non-Project Managers,4.6,791,1.5,59.99,Learn how Agile and Waterfall projects work | Includes ALL Phases of Projects | NO experience needed,1.5,Course,0.8997067451035021
.net,https://www.udemy.com/course/microsoft-project-tutorial/,https://img-c.udemycdn.com/course/240x135/831116_92e7_2.jpg,Srikanth Shirodkar,Microsoft Project ALL: BEGINNER to EXPERT 10 Projects 9 PDU,4.6,21952,10.5,124.99,Learn MS Project all version HANDS-ON with COMPLETE real life examples BONUS 125 project files FREE PMI approved 9 PDUs,1.5,Course,0.9164515348578117
.net,https://www.udemy.com/course/hybrid-project-management/,https://img-c.udemycdn.com/course/240x135/3722014_e0c0.jpg,Janet Burns,Hybrid Project Management for Project Managers,4.5,2772,1.5,39.99,Agile? Waterfall? Why not both? Learn the benefits of these approaches to develop your own recipe for project success.,2.0,Course,0.8886480410285831
