skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
api gateway,https://i.ytimg.com/vi/6ULyxuHKxg8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBbboBpM8W5z1l_3dy5c57gXMhjqw,https://youtube.com/watch?v=6ULyxuHKxg8&t=12s&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,What is API Gateway?,342K views,2 years ago,ByteByteGo,,3:26,,['0:12 API Gateway']
api gateway,https://i.ytimg.com/vi/hWRRdICvMNs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAA3AF1j18jI_Qo4RhfRV9Svje9cw,https://youtube.com/watch?v=hWRRdICvMNs&t=194s&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,What is an API Gateway?,343K views,3 years ago,IBM Technology,,10:19,,['3:14 Implementing an API Gateway architecture']
api gateway,https://i.ytimg.com/vi/RbMxB_Cyx6A/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-CIAC0AWKAgwIABABGDEgTyh_MA8=&rs=AOn4CLBsLRGewy4nIl_UmpC3A_3gepxwvg,https://youtube.com/watch?v=RbMxB_Cyx6A&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,What is an API Gateway?,70K views,1 year ago,Gaurav Sen,"What's an API gateway ? It is a server that exposes internal service APIs to external client devices, using a protocol like HTTP.",15:02,,['0:00 What is an API Gateway?']
api gateway,https://i.ytimg.com/vi/dkgxvnk8cWw/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBJK8suHPChhtexXMlf-Apmdkn8Nw,https://youtube.com/watch?v=dkgxvnk8cWw&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,API GATEWAY and Microservices Architecture | How API Gateway act as a Single Entry Point?,92K views,6 months ago,Concept && Coding - by Shrayansh,,23:18,4,"['What is API Gateway?', 'API Gateway vs Load Balancer', 'Capabilities of API GATEWAY (api composition, Rate limit etc.)', 'API Gateway Design to handle Millions of Requests per second']"
api gateway,,https://youtube.com/watch?v=caVM2QJvY1w&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,Introduction to API Gateway on GCP,7.2K views,4 years ago,Nebari,A quick walkthrough using Google's API Gateway .,5:07,8,"['Introduction', 'Create API', 'Main Page', 'Config', 'URL', 'Upload config', 'Setup gateway', 'Create gateway from Europe']"
api gateway,https://i.ytimg.com/vi/1XcpQHfTOvs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD8Z2r5AcjmNbLLqq2TpqjGyKkteg,https://youtube.com/watch?v=1XcpQHfTOvs&t=31s&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,What is Amazon API Gateway?,154K views,3 years ago,Digital Cloud Training,If you're not sure what an API Gateway is then you're in the right place. In this video from our AWS Certified Solutions Architect ...,8:59,,['0:31 Amazon API Gateway Overview']
api gateway,https://i.ytimg.com/vi/JDbkoICzQro/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCJG0q3KcY2Wf2q9nmTBBKN_ORHWQ,https://youtube.com/watch?v=JDbkoICzQro&t=120s&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,Building well architected API Gateway APIs | Serverless Office Hours,1.8K views,Streamed 1 year ago,Serverless Land,"Learn best practices and common pitfalls when using Amazon API Gateway . Solutions Architects , Zac Burns and Daniel Woods, ...",59:31,,['2:00 Last Week in AWS Serverless']
api gateway,https://i.ytimg.com/vi/48YkiGXNeYM/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDMEcm4-Xy6dokK2v0D773XTdO7Gg,https://youtube.com/watch?v=48YkiGXNeYM&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,"Sudeep Goswami, Traefik Labs | KubeCon+CloudNativeCon EU 2025",199 views,1 day ago,SiliconANGLE theCUBE,,17:54,6,"['Intro', 'Navigating Innovation: From Welcoming KubeCon & CloudNativeCon to Tackling Market Challenges', ""Shaping the Future: Curated Solutions and Insights on AI's Impact in Tech Evolution"", 'Accelerating App Development with AI Gateways', 'AI-Driven Collaboration: Shaping the Future of Development and Partnerships', 'Navigating the Future of AI and API Integration: Challenges, Education, and Aspirations']"
api gateway,https://i.ytimg.com/vi/c3J5uvdfSfE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBP718b6F4kafTkQPuqbt2dJlsCvQ,https://youtube.com/watch?v=c3J5uvdfSfE&t=235s&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,AWS API Gateway tutorial ( Latest),46K views,1 year ago,LoveToCode,This video series is about full course of AWS API Gateway . This covers basic concept to advance concept with the demos Covers ...,31:00,,['3:55 Create API Gateway']
api gateway,https://i.ytimg.com/vi/KeZhT5pLn4c/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA2eteu8cCWZ3990y1rkVEPCK_xvA,https://youtube.com/watch?v=KeZhT5pLn4c&pp=ygUtQ291cnNlIGFwaSBnYXRld2F5IGFwaSBnYXRld2F5IERhdGEgQXJjaGl0ZWN0,API Gateway | Microservice,108K views,1 year ago,Telusko,Check out our courses : Java Full Stack and Spring AI - https://go.telusko.com/JavaSpringAI Coupon: TELUSKO10 (10% Discount) ...,11:48,,
