skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
presto,https://i.ytimg.com/vi/G3m2g70oJz4/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-CYAC0AWKAgwIABABGHIgTCg5MA8=&rs=AOn4CLAPIWDx8iWprXS887Dyt_dZ2qQK3g,https://youtube.com/watch?v=G3m2g70oJz4&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,What is Presto?,358 views,2 years ago,AiCore,,2:52,,
presto,https://i.ytimg.com/vi/zWqlHCLbx2I/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA8yewflXjsMp_q1n-06vr9ufv9bw,https://youtube.com/watch?v=zWqlHCLbx2I&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,Introduction To Presto,301 views,6 years ago,Qubole Education,From Qubole's Presto Data Analyst Course - university.qubole.com.,2:32,,
presto,https://i.ytimg.com/vi/nPhqnfy8DSE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDnfZbO4owJDWWOu85W8aj9KBrQNA,https://youtube.com/watch?v=nPhqnfy8DSE&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,What Is Presto | PrestoDB Explained | Presto Overview Video | Intellipaat,16K views,Streamed 2 years ago,Intellipaat,,14:35,6,"['Introduction', 'What is a Query Engine', 'What is Big Data Analytics', 'PrestoDB Explained', 'Architecture', 'Latest Innovation']"
presto,https://i.ytimg.com/vi/rKy7ifPhwrA/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-CYAC0AWKAgwIABABGGUgZShlMA8=&rs=AOn4CLChAsjweshl0vutwwIWp7Scn2LW0w,https://youtube.com/watch?v=rKy7ifPhwrA&t=402s&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,Presto 101: An Introduction to Open Source Presto,11K views,2 years ago,Databricks,"Presto is a widely adopted distributed SQL engine for data lake analytics. With Presto , you can perform ad hoc querying of data in ...",20:38,,['Presto Connector Data Model • Connector:\xa0...']
presto,https://i.ytimg.com/vi/M3ZQpGtoppk/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDu9ro0Cw-wiqUUk_ZbTL_OzG6fQQ,https://youtube.com/watch?v=M3ZQpGtoppk&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,Presto Notebooks,42 views,6 years ago,Qubole Education,From Qubole's Presto Data Analyst Course - university.qubole.com.,1:16,,
presto,https://i.ytimg.com/vi/QE3hoyQusBk/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCFktApMRIKCHt9HC7hQ6Ykto3G9Q,https://youtube.com/watch?v=QE3hoyQusBk&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,057 Overview of Presto,361 views,6 years ago,dd ddd,Directly against presto to your world of data data Lake is a term that keeps coming up lately that just means a big pool of flat data ...,6:40,,
presto,https://i.ytimg.com/vi/mJoP71_Keyo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBO68qlOfMqudiMiUBPtlEs-wcwtA,https://youtube.com/watch?v=mJoP71_Keyo&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,"Building a Modern Data Platform with Presto - Denis Krivenko, Platform24",577 views,2 years ago,Presto Foundation,"Building a Modern Data Platform with Presto - Denis Krivenko, Platform24 Hadoop era is gone. Cloud computing is today's reality.",21:49,12,"['Intro', 'About me', 'About the company', 'The problem', 'Cloud Data Platform', 'Orchestration', 'Storage', 'Computation', 'Data Lakehouse', 'Lakehouse data formats', 'Highly available Presto', 'Virtual Data Lake']"
presto,https://i.ytimg.com/vi/hEFsHQ_kJR8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAZpMgGJaRVtmZm7hALGxM_DvBrpQ,https://youtube.com/watch?v=hEFsHQ_kJR8&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,Presto Overview Video,23K views,9 years ago,Teradata,This quick 5 minute video will provide an overview of the open source Presto SQL on Hadoop query engine. The video highlights ...,5:30,5,"['Introduction', 'Presto Overview', 'Presto Architecture', 'Query Performance', 'Conclusion']"
presto,https://i.ytimg.com/vi/BEsMyYnz1F4/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCWLn8b3axaQL7HDqbOT4q-oOAblw,https://youtube.com/watch?v=BEsMyYnz1F4&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,Brood of the Witch-Queen 🦇🧙‍♀️ | Uncover Dark Secrets in a Tale of Supernatural Mystery 👻,156 views,6 hours ago,Classic Ghost Tales,,6:09:36,,
presto,https://i.ytimg.com/vi/G0Igp_mhB68/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCzMuzfnzVU1Xf9tVevy44Cn0a2pw,https://youtube.com/watch?v=G0Igp_mhB68&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,Quick Presto Overview and  Demo with Tableau,23K views,8 years ago,Mark Shainman,"This is a quick overview of the Presto , the open source SQL query engine for Hadoop and other data sources, as well as a quick ...",8:20,,
presto,https://i.ytimg.com/vi/GzRH9muz2Cs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD9NBc4qtqhG68NSD3g55QGz0u4vA,https://youtube.com/watch?v=GzRH9muz2Cs&t=956s&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,"Presto Open Source SQL Engine for Massive Scale Data Lakehouses - James Cho, IBM",199 views,1 year ago,The Linux Foundation,"Presto Open Source SQL Engine for Massive Scale Data Lakehouses - James Cho, IBM Presto is a widely adopted, fast, reliable ...",50:32,6,['15:56 Presto Connector Data Model']
presto,https://i.ytimg.com/vi/JlQVxdhXA6k/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDlks4cBX-dz31E-qLOJVLDnNPvtQ,https://youtube.com/watch?v=JlQVxdhXA6k&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3Q%3D,Easy Access to Data with Presto | Schibsted Classified Media,930 views,6 years ago,Data Council,,45:46,11,"['Data Democracy', 'Create a Cluster', 'Tableau as a Service', 'Query Engine', 'Cache', 'Traceability', 'Eventlistener', 'Continuous Integration Continuous Deployment', 'Deploy Configuration', 'Physical Layer', 'How Many Users of the Platform and How Big Is the Cluster']"
presto,https://i.ytimg.com/vi/3ZMXQNaprQQ/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBOKE1eol7yoZGclE4ZFJSb1Yb_Sw,https://youtube.com/watch?v=3ZMXQNaprQQ&pp=ygUjQ291cnNlIHByZXN0byBwcmVzdG8gRGF0YSBTY2llbnRpc3TSBwkJfgkBhyohjO8%3D,Presto Fundamentals: How Data and Technology Fuel Our Trading Success,626 views,1 month ago,Presto,"At Presto , we are redefining algorithmic trading with data -driven strategies, cutting-edge technology, and a collaborative team ...",4:56,,
