skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
hana,https://i.ytimg.com/vi/4vrJAo4b_yk/hq720_2.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AHOBYACgAqKAgwIABABGHIgZygqMA8=&rs=AOn4CLAOt36bDs3cNbKVU9tIsMkb2MZxFQ,https://youtube.com/shorts/4vrJAo4b_yk,SAP is Dumb.,113K views,2 years ago,4.0 Solutions,,SHORTS,,
hana,https://i.ytimg.com/vi/8chbARSxT2o/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AHOBYACgAqKAgwIABABGGUgTyhAMA8=&rs=AOn4CLD99ixPUdCy0OFx_Njy0425YQBA_Q,https://youtube.com/shorts/8chbARSxT2o,Analyzing data as a business analyst in tech,52K views,5 months ago,Lillian Chiu,Here's how I analyze data as a business analyst and Tech I'm Lillian and I'm a business strategy and operations manager at ...,SHORTS,,
hana,https://i.ytimg.com/vi/oxXQQEethiY/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AHOBYACgAqKAgwIABABGHIgYig9MA8=&rs=AOn4CLCBiUH20IX96ZmVUDY40u63oaQlMA,https://youtube.com/shorts/oxXQQEethiY,A Day in my life as a Business Analyst #businessanalyst #journey #ytshorts #shorts,112K views,2 years ago,Himani Chauhan,,SHORTS,,
hana,https://i.ytimg.com/vi/i0L1hIsToTk/hq720_2.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AHOBYACgAqKAgwIABABGE8gWShlMA8=&rs=AOn4CLBsZaQ2_L4GW4910zdv8XGH61tV9A,https://youtube.com/shorts/i0L1hIsToTk,What is the role of a Business Analyst?,55K views,2 years ago,Business Analyst & Scrum Master In-Demand,Hi Everyone! What is the role of a Business Analyst ? The primary role of a Business Analyst is to fully understand the needs of ...,SHORTS,,
hana,https://i.ytimg.com/vi/m58ppJNQOw4/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AG2CIACgA-KAgwIABABGE4gYihlMA8=&rs=AOn4CLCiMzjVCs9vgfF_V82ndIE4RPJUhQ,https://youtube.com/shorts/m58ppJNQOw4,🔥Salary Of A Business Analyst | Business Analyst Salary In 2025 | Business Analytics | #simplilearn,51K views,3 months ago,Simplilearn,"In this Shorts, two people discuss the earning potential of Business Analysts in 2025! From entry-level roles to experienced ...",SHORTS,,
hana,https://i.ytimg.com/vi/jyYYEgzVYW8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLApGrCbjfxiwWm6dsiXcwjpfxHqGg,https://youtube.com/watch?v=jyYYEgzVYW8&pp=ygUhQ291cnNlIGhhbmEgaGFuYSBCdXNpbmVzcyBBbmFseXN0,🔥 Business Analyst Course 2023 | Learn Business Analytics In 8 Hours | Simplilearn,60K views,1 year ago,Simplilearn,Business Analyst Course 2023 by simplilearn is dedicated to help aspiring business analysts with the fundamentals of businss ...,7:31:34,16,"['What Is Business Analytics?', 'What Is Business Process Management?', 'Who Is a Business Analyst?', 'How To Become a Business Analyst in 2023', 'Business Analyst RoadMap 2023', 'Top 5 Business Analyst Certifications', 'Business Analytics with Excel', 'Excel Macros And VBA For Beginners', 'SQL Advanced Tutorial', 'Tableau In-Depth Tutorial 2022', 'Netflix Data Analysis Project Using Tableau', 'Power BI Tutorial For Beginners 2023', 'Data Modelling In Power BI', 'Introduction To Business Analytics With R', 'Business Analytics With R', 'Business Analyst Interview Questions & Answers']"
hana,https://i.ytimg.com/vi/te8GOWBljKc/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AG2CIACgA-KAgwIABABGGUgYihaMA8=&rs=AOn4CLA1bBccSYsQm9hn8JBOmqkkdYj9Vg,https://youtube.com/shorts/te8GOWBljKc,Business Analyst Salary | Business Analyst Skills | Business Analyst Career Path | Business Analyst,150K views,3 months ago,upGrad,Business Analyst Salary | Business Analyst Skills | Business Analyst Career Path | Business Analyst * Curious about the salary of a ...,SHORTS,,
hana,https://i.ytimg.com/vi/7iI2W1Vz8Ds/hq720_2.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AG2CIACgA-KAgwIABABGGcgZyhnMA8=&rs=AOn4CLC5JMrY5jSpLaLQaWt0l0CenXW4wg,https://youtube.com/shorts/7iI2W1Vz8Ds,What Does a Business Analyst Actually do? - Part 2,94K views,1 year ago,Jay Feng,"Ever wondered how companies stay ahead of the curve? Meet the Business Analysts ! In this video, we explore their crucial role in ...",SHORTS,,
hana,https://i.ytimg.com/vi/lKJ_3BuielE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLARtHEFTt7GhnC3KAFRAawOPsc2ew,https://youtube.com/watch?v=lKJ_3BuielE&pp=ygUhQ291cnNlIGhhbmEgaGFuYSBCdXNpbmVzcyBBbmFseXN0,SAP ABAP on HANA Full Course | ZaranTech,418 views,Streamed 1 day ago,ZaranTech DotCom,This advanced training course is designed for ABAP professionals seeking to leverage the powerful capabilities of SAP HANA ...,5:32:12,7,"['Introduction', 'Components of SAP', 'SAP GUI', 'Accessing ABAP', 'Elementary Types', 'ABAP Tools', 'How to Create Containers']"
hana,https://i.ytimg.com/vi/UBVzucVpG7k/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDzIiPBfng6NTDYmBJWwJknT4l_dw,https://youtube.com/watch?v=UBVzucVpG7k&pp=ygUhQ291cnNlIGhhbmEgaGFuYSBCdXNpbmVzcyBBbmFseXN0,Business Analyst Full Course In 2 Hours | Business Analyst Training For Beginners | Simplilearn,820K views,4 years ago,Simplilearn,"In this Simplilearn video on Business Analyst Full Course In 2 Hours, you will look at topics like the importance of business ...",1:52:16,14,"['Introduction', 'Need for a Business Analyst', 'Who Is a Business Analyst', 'Business Analyst Responsibilities', 'Business Analyst Skills', 'Business Analyst Certification', 'Business Analyst Roadmap', 'Business Analysis Knowledge Areas', 'Agile Methodology', 'Scrum Methodology', 'Business Analyst Career', 'Business Analyst Tools', 'Business Analysis With Excel', 'Business Analyst vs Data Analyst']"
