skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
cloud based technologies,https://i.ytimg.com/vi/M988_fsOSWo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBrSfmUIm4b8oNmVA_upKfpUSWtfA,https://youtube.com/watch?v=M988_fsOSWo&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdA%3D%3D,Cloud Computing In 6 Minutes | What Is Cloud Computing? | Cloud Computing Explained | Simplilearn,2.6M views,4 years ago,Simplilearn,utm_campaign=M988_fsOSWo&utm_medium=DescriptionFirstFold&utm_source=Youtube Cloud Architect Masters Program ...,6:24,5,"['Intro', 'Onpremise vs Cloud Computing', 'Deployment Models', 'Service Models', 'Quiz']"
cloud based technologies,https://i.ytimg.com/vi/lTOHWAlvoss/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC1-s9YyGE3KV99IMUaWPRsDGTuFA,https://youtube.com/watch?v=lTOHWAlvoss&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdA%3D%3D,Is it too late to learn Cloud Computing in 2025?,126K views,7 months ago,Tech With Lucy,"Do you want to learn AWS, Azure or Google Cloud ? ☁️ In this video, I share my honest thoughts on whether if it's too late to ...",9:02,,
cloud based technologies,https://i.ytimg.com/vi/_wiFwn-H39Y/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAZiLgm3noGilmM4jKxwbbNSfsHaw,https://youtube.com/watch?v=_wiFwn-H39Y&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdA%3D%3D,Cloud Engineer vs Cloud Architect - Which One Should You Choose?,60K views,1 year ago,Tech With Soleyman,Cloud Engineer vs Cloud Architect - Which One Should You Learn? Serious about starting your career in Cloud today? Book a ...,13:49,,
cloud based technologies,https://i.ytimg.com/vi/X5qoqwoJrrc/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDK26ujtTWHnktKT92EVS_Sy5LYiQ,https://youtube.com/watch?v=X5qoqwoJrrc&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdA%3D%3D,Top 5 Cloud Computing Careers for 2025 (Salaries Included),150K views,7 months ago,Tech With Lucy,"What are the top Cloud Computing careers? ☁️ In this video, I walk through 5 roles in the cloud industry that have great career ...",9:41,6,"['Introduction', 'Role 1: Sales Development Rep', 'Role 2: Solutions Architect', 'Role 3: Cloud Architect', 'Role 4: Cloud Support Engineer', 'Role 5: Cloud Security Engineer']"
cloud based technologies,https://i.ytimg.com/vi/N0SYCyS2xZA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA3gLvJxGV9T1HOpHrfPZkI3G34VA,https://youtube.com/watch?v=N0SYCyS2xZA&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdA%3D%3D,Cloud Computing in 2 Minutes,157K views,2 years ago,Codebagel,The cloud is what allows you to access everything remotely on the Internet. This is everything you need to know about the cloud ...,2:42,,
cloud based technologies,https://i.ytimg.com/vi/pUMEz564n34/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-CYAC0AWKAgwIABABGE0gVShlMA8=&rs=AOn4CLBHKyxohVWqqLW64MrJ7UHJ8Ag8zA,https://youtube.com/watch?v=pUMEz564n34&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdA%3D%3D,Introduction to Cloud by Australian Academy of Business Analysis,2 views,12 days ago,Australian Academy of Business Analysis,,1:49,,
cloud based technologies,https://i.ytimg.com/vi/2rN0XTW8dU8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAtBcXMW6x7LY_KObm4aJFMSvWAVg,https://youtube.com/watch?v=2rN0XTW8dU8&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdA%3D%3D,Top 10 Technologies To Learn In 2025 | Top Trending Technologies To Learn In 2025 | Simplilearn,498K views,5 months ago,Simplilearn,"In this video on the Top 10 Technologies to Learn in 2025, we will look at high-paying technologies that will shape the future.",9:44,11,"['Top 10 Technologies to learn in 2025', 'DevOps', 'Augmented Reality and Virtual Reality', 'Data Engineering', 'Quantum Computing', 'Blockchain', 'Cloud Computing', 'Cybersecurity', 'Generative AI', 'Data Science', 'Artificial Intelligence']"
cloud based technologies,https://i.ytimg.com/vi/8C_kHJ5YEiA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBEYtnDlh_RkDkujYU4kRO9R7XPDQ,https://youtube.com/watch?v=8C_kHJ5YEiA&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdNIHCQl-CQGHKiGM7w%3D%3D,What is Cloud Computing ?,2.1M views,3 years ago,Apna College,,5:10,,
cloud based technologies,https://i.ytimg.com/vi/tFoQLAAOc0Q/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD6n3iF3822KBsRVx6UCq6-I52NDQ,https://youtube.com/watch?v=tFoQLAAOc0Q&pp=ygVJQ291cnNlIGNsb3VkIGJhc2VkIHRlY2hub2xvZ2llcyBjbG91ZCBiYXNlZCB0ZWNobm9sb2dpZXMgQnVzaW5lc3MgQW5hbHlzdA%3D%3D,🚀 From Code to Career: Mastering Tech & Thriving as an AWS Solutions Architect,437 views,Streamed 12 hours ago,BeSA Cloud Academy,,1:39:06,,
cloud based technologies,https://i.ytimg.com/vi/LnylFzlczW4/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AG2CIACgA-KAgwIABABGGIgYihiMA8=&rs=AOn4CLBrhwmrz3SDk5eTi_AuJJ9vpB5GRQ,https://youtube.com/shorts/LnylFzlczW4,🤑Guessing the Salary of Cloud Engineer | Cloud Engineer Salary | Intellipaat #Shorts #CloudEngineer,104K views,7 months ago,Intellipaat,,SHORTS,,
