skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
causal inference,https://i.ytimg.com/vi/Od6oAz1Op2k/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLANyT2uUQDEomlFaPEc0ZwRw0l4KQ,https://youtube.com/watch?v=Od6oAz1Op2k&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdNIHCQl-CQGHKiGM7w%3D%3D,Causal Inference - EXPLAINED!,79K views,3 years ago,CodeEmporium,REFERENCES [1] MIT lecture on Causal Inference . Great for the basic idea and big picture: ...,15:32,,
causal inference,https://i.ytimg.com/vi/gRkUhg9Wb-I/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAD6o2odCgtUo6SaK71l8Sdr8FIYA,https://youtube.com/watch?v=gRkUhg9Wb-I&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,"14. Causal Inference, Part 1",148K views,4 years ago,MIT OpenCourseWare,"Prof. Sontag discusses causal inference , examples of causal questions, and how these guide treatment decisions. He explains ...",1:18:43,10,"['Intro', 'Does gastric bypass surgery prevent onset of diabetes?', 'Does smoking cause lung cancer?', 'What is the likelihood this patient, with breast cancer, will survive 5 years?', 'Potential Outcomes Framework (Rubin-Neyman Causal Model)', 'Example – Blood pressure and age', 'Typical assumption - no unmeasured confounders', 'Typical assumption - common support', 'Outline for lecture', 'Covariate adjustment']"
causal inference,https://i.ytimg.com/vi/gUMhBkof7Ck/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDFqSApiCbcVKHCQHmDkbPdaTXz4A,https://youtube.com/watch?v=gUMhBkof7Ck&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,Regression and Matching | Causal Inference in Data Science Part 1,36K views,3 years ago,Emma Ding,"In this video, I have invited my friend Yuan for a mini course on application of Causal Inference in tech companies. This is going to ...",23:32,6,"['Topic Of Video', 'Why Learn Casual Inference', 'Regression', 'Pitfalls in Regression', 'Matching', 'Propensity Score Matching']"
causal inference,https://i.ytimg.com/vi/saSeOeREj5g/hqdefault.jpg?sqp=-oaymwEnCOADEI4CSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDGh3PaTSKyRNKFqWZWzz9gz6cMEQ,https://youtube.com/watch?v=saSeOeREj5g&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,Data Science Tutorial: The Event Study -- A powerful causal inference model,541 views,1 month ago,Jonathan.Interviews,"In this tutorial, we'll dive into performing an event study using Python, perfect for data scientists , financial analysts, and anyone ...",7:50,,
causal inference,,https://youtube.com/watch?v=EC229fyfgfA&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,Eric Daza | N-of-1 Science & Causal Inference | Philosophy of Data Science,980 views,3 years ago,Data & Science with Glen Wright Colopy,Interesting in Data Science ? Learn Data Science and Statistics from experts as they cover key topics in the field. The Data ...,1:13:00,8,"['The purpose of N-of-1 & generalizability', 'Successes and challenges in N-of-1', 'A lightbulb moment', 'Anomalies, Compliance, & Recurring Patterns', 'Best Critiques of N-of-1, Safety, Efficacy', 'Causal Inference', 'Increasing the number of data scientists', 'Biostatistics’ changing place in data science / statistical thinking']"
causal inference,https://i.ytimg.com/vi/jfkysJxSifg/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBl3ZWdyqsGFnnrYcdvdyo4AyVk1w,https://youtube.com/watch?v=jfkysJxSifg&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,Statistical vs. Causal Inference: Causal Inference Bootcamp,31K views,9 years ago,Mod•U: Powerful Concepts in Social Science,This module compares causal inference with traditional statistical analysis. The Causal Inference Bootcamp is created by Duke ...,4:51,4,"['Introduction', 'Statistical Inference', 'Causal Inference', 'Identification Analysis']"
causal inference,,https://youtube.com/watch?v=4jS6_SUPuO4&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,Data science: Introducing Causal Inference,83 views,3 months ago,Jonathan.Interviews,"My niche as a data scientist is in the causal inference realm. In this data science path, we answer questions “what's the impact of?",3:22,,
causal inference,https://i.ytimg.com/vi/chfdMkW1sMo/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AHOBYACgAqKAgwIABABGHIgUig-MA8=&rs=AOn4CLDFwMvdykEZhnqyfshit1EWwjFbIg,https://youtube.com/watch?v=chfdMkW1sMo&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,Data science project in causal inference you can do at home for resume building,138 views,10 months ago,Jonathan.Interviews,This data science project example showcases the use of difference-in-differences to demonstrate how we can estimate the impact ...,6:42,,
causal inference,https://i.ytimg.com/vi/vqwhafi0sms/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBnj19T4Bgf-qSO9or_-GV3ZhbPig,https://youtube.com/watch?v=vqwhafi0sms&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,Teaming Data Science and Causal Inference,171 views,2 years ago,Software Engineering Institute | Carnegie Mellon University,"The SEI has job openings for three data scientists based on experience level. In this episode, Shane McGraw interviewed Bob ...",25:01,15,"['Introduction', 'What is the mission of the software engineering measurement and analysis team', 'The transition from industry to the sei', 'Moving to Pittsburgh', 'Data Science and Causal Inference', 'Essential Skills of a Successful Data Scientist', 'Favorite Part of Working at the SEI', 'How has AI and ML changed your career', 'What conferences do you speak at', 'Whats the potential for career growth', 'Continuing education opportunities', 'Rapid fire questions', 'When you knew you wanted a tech job', 'Most significant accomplishment', 'AI will swallow software']"
causal inference,https://i.ytimg.com/vi/6ZwarKVgAzQ/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA5pOKRRa5ruZaiZs-CRnDnwaBvBg,https://youtube.com/watch?v=6ZwarKVgAzQ&pp=ygU3Q291cnNlIGNhdXNhbCBpbmZlcmVuY2UgY2F1c2FsIGluZmVyZW5jZSBEYXRhIFNjaWVudGlzdA%3D%3D,Causal Data Science with Directed Acyclic Graphs,2.2K views,5 years ago,Paul Hünermund,,15:53,5,"['Introduction', 'Example', 'Gender Pay Gap', 'Simpsons Paradox', 'Results']"
