skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
apo - advanced planning and optimization,https://i.ytimg.com/vi/YVi-9-c1VH0/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBG4jQtj-18Nvadi2G6XXBg3Ix74w,https://youtube.com/watch?v=YVi-9-c1VH0&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,SAP APO (Advanced Planning and Optimization) Training - Full Course | ZaranTech,7.8K views,Streamed 1 year ago,ZaranTech DotCom,"#SAPAPOTraining #SAPAPOFullCourse #SAPAPO #SAP #SAPTraining In this SAP APO Training video, you will learn about ...",5:48:02,12,"['Introduction', 'Understanding the supply chain architecture in SAP APO', 'Setting up quota arrangement for manufacturing units in SAP APO', 'Understanding production plan changes in SAP APO', 'Introduction to APO and different transaction codes', 'Introduction to Time series object and Order series objects in SAP APO', 'Activation of Integration Model', 'Explanation of active models in SAP APO', 'Understanding error handling in SAP APO', 'Understanding SAP standards and characteristics', 'Understanding the use of BW info cubes for demand planning', 'Creating planning object structure in SAP APO']"
apo - advanced planning and optimization,https://i.ytimg.com/vi/Y73_VafjI5Y/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLALUJokFKHuFgPHJqIUqtIJgZ9EBQ,https://youtube.com/watch?v=Y73_VafjI5Y&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,"SAP APO PPDS | ""Exploring SAP APO (Advanced Planning and Optimization): Unlocking its Full Potential",280 views,1 year ago,Kasha Training,"SAP SCM APO training and certification are provided Online, from industry expert trainers with real-time project experience.",31:59,11,"['Introduction', 'Gap Analysis', 'Training', 'User Stories', 'Scor (Supply Chain Operational Reference)', 'Make to Stock', 'Make to Engineering', 'Material Availability', 'Upstream & Downstream', 'Granularity of Planning', 'What if Analysis']"
apo - advanced planning and optimization,https://i.ytimg.com/vi/K2CbK-9mdQA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCTHP-7FD4AGQYVMlf58cQeF-9VVA,https://youtube.com/watch?v=K2CbK-9mdQA&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,SAP APO Online Training | SAP Advanced Planning and Optimization (APO) Training with top trainer,192 views,1 year ago,Proexcellency Training,Embark on a transformative journey to master SAP Advanced Planning and Optimization ( APO ) through our exclusive online ...,26:19,,
apo - advanced planning and optimization,https://i.ytimg.com/vi/dp-vLK_H1KU/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC4cRhBrscUC3SqYZShqH6hkm2Eiw,https://youtube.com/watch?v=dp-vLK_H1KU&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,SAP APO (Advanced Planning and Optimization) Interview Questions & Answers (2023) || Ambikeya,3.4K views,1 year ago,Ambikeya,SAP APO training SAP APO course SAP APO certification Supply chain planning training Advanced planning and optimization ...,8:02,,
apo - advanced planning and optimization,https://i.ytimg.com/vi/_d_yVgvZ2rM/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-CYAC0AWKAgwIABABGHIgYig5MA8=&rs=AOn4CLAQPZ_Sq4N-uvZVRyBnna_S_LWpcA,https://youtube.com/watch?v=_d_yVgvZ2rM&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,Introduction to APO (Advanced Planning & Optimization),108 views,8 years ago,Cloud Quick Access,,53:31,,
apo - advanced planning and optimization,https://i.ytimg.com/vi/L6qcq-kFSXI/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBJPK_BjAlmOBdO1V4qtNpjl-c_aw,https://youtube.com/watch?v=L6qcq-kFSXI&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,Life Cycle Planning in SAP APO | SAP APO (Advanced Planning and Optimization) Training | Uplatz,1.8K views,4 years ago,Uplatz,"In this video, we dive into the intricate process of Life Cycle Planning in SAP APO ( Advanced Planning and Optimization ).",1:16:18,8,"['Time Bucket Profiles', 'Why You Are Going To Create a Planning Book', 'Generate the Forecast', 'Life Cycle Planning', 'Life Cycle Planning Steps', 'Activate the Life Cycle Training Option in Master Forecast Profiles', 'Basic Settings', 'Creating Create Profiles']"
apo - advanced planning and optimization,https://i.ytimg.com/vi/42OW8bfwEWU/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC1Rge3UvMZpERQ9Ah6MiiDK8e_AQ,https://youtube.com/watch?v=42OW8bfwEWU&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,SAP APO New User Training,723 views,2 years ago,SAP ERP New User Training,This Training Video sets the fundamental building block for anyone who wants to learn how to use the SAP Advance Planning and ...,25:31,10,"['Introduction', 'Supply Chain Management', 'Market Challenges', 'SAP ECC', 'Supply Chain Network', 'SAP APO Sub Modules', 'SAP APO Global', 'Demand Planning', 'Process', 'Key Figures']"
apo - advanced planning and optimization,https://i.ytimg.com/vi/DCDioc9tBvM/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBTUFHFf85-JHIHuU7_KjAa96dHtw,https://youtube.com/watch?v=DCDioc9tBvM&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,Introduction to SAP APO Course | ZaranTech,110 views,7 months ago,ZaranTech DotCom,#IntroductiontoSAPAPOCourse #SAPAPO #SAP #SAPTraining ✓ What Is SAP APO ? SAP APO stands for Advanced Planning ...,2:46,,
apo - advanced planning and optimization,https://i.ytimg.com/vi/_nV1EJHdVEw/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AG-B4AC0AWKAgwIABABGH8gUygTMA8=&rs=AOn4CLD_B3B_dHCjy6KjG-SYqYA49IFxhQ,https://youtube.com/watch?v=_nV1EJHdVEw&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,SAP Advanced Planning and Optimization,160 views,10 years ago,Today Courses,Advanced Planning and Optimization For Online Training Contact +91 73587 23867 Website : http://www.todaycourses.com.,2:26,17,['0:00 SAP Advanced Planning and Optimization Training']
apo - advanced planning and optimization,https://i.ytimg.com/vi/rL2Pmj0NM1k/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDbl0mTjISz1huHwk2cKhbhKFhGkg,https://youtube.com/watch?v=rL2Pmj0NM1k&pp=ygVpQ291cnNlIGFwbyAtIGFkdmFuY2VkIHBsYW5uaW5nIGFuZCBvcHRpbWl6YXRpb24gYXBvIC0gYWR2YW5jZWQgcGxhbm5pbmcgYW5kIG9wdGltaXphdGlvbiBCdXNpbmVzcyBBbmFseXN0,Introduction to SAP APO | Advanced Demand Planning and Supply Chain Optimization Training | Uplatz,11K views,4 years ago,Uplatz,SAP APO ( Advanced Planning and Optimization ) is a software solution designed to help businesses optimize their supply chain ...,1:05:38,8,"['Overview', 'Scope', 'Demand Planning', 'Generate Forecasting', 'Demand Planning Functionality', 'Statistical Forecasting Methods', 'Lifecycle Management', 'Promotional Planning']"
