skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
data governance,https://i.ytimg.com/vi/UNXAUc9gG-4/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBXipy2qP9_B2PW9HXWqeZnjMuJbQ,https://youtube.com/watch?v=UNXAUc9gG-4&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Introduction to Data Governance (Data Architecture | Data Governance),128K views,3 years ago,Software Architecture Academy,We will understand what is Data Governance along with various areas within data governance . This is an introduction video of the ...,7:11,,
data governance,https://i.ytimg.com/vi/uPsUjKLHLAg/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCWJvFQRzionbiqGrDFIStZF_Fbkg,https://youtube.com/watch?v=uPsUjKLHLAg&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Data Governance Explained in 5 Minutes,241K views,2 years ago,IBM Technology,Building data fabric eliminates the technological complexities of data governance so users can connect to the right data at the ...,5:22,,
data governance,https://i.ytimg.com/vi/p28lpqelSq8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC6j3aa76cWrRGKqeiF5SRNAc-7nQ,https://youtube.com/watch?v=p28lpqelSq8&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Data Governance Plan | Learn Data Governance and Become a Data Architect or Steward | Uplatz,53 views,5 months ago,Uplatz,"Welcome to Uplatz! Uplatz is a leading organization providing Management Consulting, IT Training, Virtual employees, and ...",32:54,7,"['Introduction', 'Data Life Cycle Management', 'Data Stewardship', 'Data Ownership', 'Data Privacy Compliance', 'Summary', 'Recap']"
data governance,https://i.ytimg.com/vi/m88TcwmCByE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC-eYQER16b-qo1GwIrGomese40Aw,https://youtube.com/watch?v=m88TcwmCByE&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3TSBwkJfgkBhyohjO8%3D,Data Governance Structures | Learn Data Governance and Become a Data Architect or Steward | Uplatz,20 views,5 months ago,Uplatz,"Welcome to Uplatz! Uplatz is a leading organization providing Management Consulting, IT Training, Virtual employees, and ...",23:13,,
data governance,https://i.ytimg.com/vi/oU0RlsXunlw/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD5rmyNZFZFd-vlLMVZ_WMj0pKoqA,https://youtube.com/watch?v=oU0RlsXunlw&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,What is the Difference Between Data Management and Data Governance?,247K views,3 years ago,Lights OnData,There's a lot of confusion between these two concepts so let's understand what is the difference between data management and ...,6:23,7,"['Intro', 'Preface', 'Data to value journey', 'Data governance', 'Data management', 'Data management vs data governance', 'Where to learn more']"
data governance,https://i.ytimg.com/vi/a4HPjtRHaHk/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCxu_o54Wr8e0G-tQ1qov3w52HghQ,https://youtube.com/watch?v=a4HPjtRHaHk&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Data Lineage (Data Architecture | Data Governance),64K views,3 years ago,Software Architecture Academy,We will learn about the fundaments of Data Lineage with illustrations. We will also understand the challenges being faced today.,8:11,,
data governance,https://i.ytimg.com/vi/ms6j61VCVT0/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDoDw4tUzA0GXKS9ioskLnjCJZJyQ,https://youtube.com/watch?v=ms6j61VCVT0&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Data Architecture vs Management vs Governance,24K views,2 years ago,Jesper Lowgren,"Data architecture , management and governance are related, yet different. This video explores the differences through an ...",12:41,5,"['Start', 'Data Architecture', 'Data Management', 'Data Governance', 'Full Framework']"
data governance,https://i.ytimg.com/vi/D7fDznrICIc/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBID9ohntzV9cKNKBdnLMbUNpqszQ,https://youtube.com/watch?v=D7fDznrICIc&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,SAP CAPM (Cloud Application Programming Model) Full Course | ZaranTech,346 views,Streamed 2 days ago,ZaranTech DotCom,,5:26:20,12,"['Introduction', 'What is SAP BTP', 'Cloud Deployment Model', 'Types of Service Models', 'Hyperscale and multi-cloud', 'Services in SAP BTP', 'SAP BTP Tools', 'Account Model', 'Subscribing to Services and Instances', 'What is NodeJS', 'introduction to cloud Computing', 'Business Application Studio']"
data governance,https://i.ytimg.com/vi/SYI-0m4f1PI/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-BIAC4AOKAgwIABABGGUgZShlMA8=&rs=AOn4CLCE0WadDP9mbyeuIG9XeucGXJXgyw,https://youtube.com/watch?v=SYI-0m4f1PI&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Real-World Data Governance: Data Architecture Is Data Governance,1K views,4 years ago,DATAVERSITY,Data Architecture and Data Governance are the same thing! Aren't they? Most people would say that this line of thinking is absurd ...,1:00:56,8,"['Introduction - Anthony Algmin', 'Abstract', 'What is Meant by the Saying Two Sides of the Same Coin', 'Similarities Between DA and DG', 'Differences Between DA and DG', 'Summary', 'Questions and Answers', 'Contact Information']"
data governance,https://i.ytimg.com/vi/_eMnqdrZx_Q/hq720_2.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AG2CIACgA-KAgwIABABGEggTShlMA8=&rs=AOn4CLCED1AnzKf-CFPkwnt8lCD4E8_qxA,https://youtube.com/shorts/_eMnqdrZx_Q,The four levels of data engineering!,144K views,1 year ago,Data with Zach,Check out https://www.dataexpert.io/questions for free SQL practices on a data lake!,SHORTS,,
data governance,https://i.ytimg.com/vi/24Ki4Ck4Y2E/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAYmk3tyHbvjfdgE0OXhcWUOz35uA,https://youtube.com/watch?v=24Ki4Ck4Y2E&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Data Governance Explained,100K views,2 years ago,IBM Technology,Data governance can make the difference between a great user experience and a catastrophic security risk. In this video Will ...,7:47,5,"['Data Governance', 'Data Governance Framework', 'Data Protection Rules', 'Data Classes', 'Data Fabric']"
data governance,https://i.ytimg.com/vi/Eu95fZe2eW4/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBU4gtkUeN1TokMjyybBQ4XSKbiww,https://youtube.com/watch?v=Eu95fZe2eW4&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Data Architect Lesson 5: Data Governance,3 views,10 months ago,Intelligence Gateway,"This course provides an introduction to data architecture , which is the design, organization, and management of data in an ...",7:32,,
data governance,https://i.ytimg.com/vi/qCEbL1TXOtw/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBQ2-2x1qV0ZjxC-0hniofe_9O5-w,https://youtube.com/watch?v=qCEbL1TXOtw&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3TSBwkJfgkBhyohjO8%3D,What is master data management(MDM) | mdm architecture & products (2022),135K views,2 years ago,IT k Funde,What is master data management (MDM) ? | architecture & products (2022) #mdm #masterdatamanagement # data ▭▭▭▭Want ...,13:14,3,"['Introduction', 'Personal incident', 'MDM architecture']"
data governance,https://i.ytimg.com/vi/8i2tPWXpgMQ/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC9YHtchnNFTfS2Iba_srQlyN8iZw,https://youtube.com/watch?v=8i2tPWXpgMQ&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Metadata Management & Data Catalog (Data Architecture | Data Governance),84K views,3 years ago,Software Architecture Academy,"We will learn about Metadata, Metadata management and Data Cataloging with real world examples. We will also understand ...",8:12,,
data governance,https://i.ytimg.com/vi/cRmI_Kkrb8E/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDdPRla6atzMotAhEXZTUvd9V4XuQ,https://youtube.com/watch?v=cRmI_Kkrb8E&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3TSBwkJfgkBhyohjO8%3D,Data Governance Tutorial,101K views,4 years ago,The Career Force,"DATA GOVERNANCE TUTORIAL // In the 15 years I've been working in data -related roles, I've seen the growing focus on data ...",26:31,13,"['Intro', 'What is Data Governance', 'Data Management vs Data Governance', 'Why Data Governance Matters', 'Whos Involved', 'Data Owner', 'Scope', 'Data Sources', 'Data Mapping', 'Metadata', 'Data Scraping', 'Data Quality', 'Data Integrity']"
data governance,https://i.ytimg.com/vi/qZcCv5L7T5g/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AHUBoAC4AOKAgwIABABGFYgXChlMA8=&rs=AOn4CLCxqUOW5Y-iEuucMWW6P09gxgBn8w,https://youtube.com/watch?v=qZcCv5L7T5g&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Data Architecture Strategies: Data Governance — Aligning Technical and Business Approaches,829 views,3 years ago,DATAVERSITY,"Data Governance can have a varied definition, depending on the audience. To many, data governance consists of committee ...",59:46,,
data governance,https://i.ytimg.com/vi/lPiR3DzNjvE/hqdefault.jpg?sqp=-oaymwEnCOADEI4CSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBPHWYp4LIZhLT4zeRhMepxKma_PA,https://youtube.com/watch?v=lPiR3DzNjvE&pp=ygU1Q291cnNlIGRhdGEgZ292ZXJuYW5jZSBkYXRhIGdvdmVybmFuY2UgRGF0YSBBcmNoaXRlY3Q%3D,Data Architect vs. Data Engineer: What's the Difference?,13K views,1 year ago,Eye on Tech,Data architects and data engineers are vital roles in the data management team. Sometimes they get conflated with each other ...,2:30,,
