skill,thumbnail_link,video_link,title,num_views,age,channel,snippet,duration,chapter,series
data integration,https://i.ytimg.com/vi/msC5kz0Wof8/hqdefault.jpg?sqp=-oaymwEnCOADEI4CSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDPeWuvwW3TptdHCovEyHidgL0c4Q,https://youtube.com/watch?v=msC5kz0Wof8&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN0,Integration Business Analyst Activities,8.4K views,3 years ago,P & C Insurance Helpline,Integration Business Analyst Activities.,7:36,4,"['Introduction', 'What is Integration', 'Integration Activities', 'Mechanisms']"
data integration,https://i.ytimg.com/vi/zj0ZxjxHOAs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBYwQ8WfQWBVEIRoPGVrLznMmNx1w,https://youtube.com/watch?v=zj0ZxjxHOAs&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN0,What is Data Integration and How Does It Work?,80K views,5 years ago,FME Channel,"Learn how data integration helps maximize the value of data by removing data silos. Using a fruit smoothie analogy, we'll walk ...",3:33,,
data integration,https://i.ytimg.com/vi/Kq4QgbhkqyE/hqdefault.jpg?sqp=-oaymwEnCOADEI4CSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCxlWDSnkajeemg7ySFS8QPzzi4Mg,https://youtube.com/watch?v=Kq4QgbhkqyE&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN0,What is Data Integration?,29K views,3 years ago,Qlik,Learn the definition of data integration and modern approaches to solving this challenge. For more information visit ...,2:04,,
data integration,https://i.ytimg.com/vi/-mB1xQMWolo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD2HKl6tSYGiHjS9794YmPbvUkB1g,https://youtube.com/watch?v=-mB1xQMWolo&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN0,What does Data Integration mean in BI? - Beginner's Guides in Business Intelligence,253 views,1 year ago,Data & Analytics,"Welcome to ""What does Data Integration mean in the BI? - Beginner's Guides in Business Intelligence"". In this video, we are going ...",2:41,4,"['Introduction to Data Integration', 'The Four Steps of Data Integration', 'The Importance of Data Integration', 'Conclusion']"
data integration,https://i.ytimg.com/vi/gqOemiE5BjQ/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC3LloaA5fyRlbUBgVGdj1ZeMH0Ow,https://youtube.com/watch?v=gqOemiE5BjQ&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN0,Business Analyst| How to collect Data Migration requirements?,10K views,1 year ago,Business Analysis Guide,In this video we have shown you how business analysts need to work on a data migration project. How can you capture data ...,10:07,3,"['STEP BY STEP PROCESS IN WHICH YOU CAN CAPTURE DATA MIGRATION REQUIREMENTS', 'TALKS ABOUT HAVING USER INTERFACES AND SCREEN MOCKUPS', 'FUNCTIONAL REQUIREMENTS SPECS TEMPLATE']"
data integration,https://i.ytimg.com/vi/jGgAdd9trG8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCaT3dW1KUqZ8MIYLBwi4j2-VX2WA,https://youtube.com/watch?v=jGgAdd9trG8&t=10s&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN00gcJCX4JAYcqIYzv,What is Data Integration and who are all involved in the process?,2K views,3 years ago,Abhilash Marichi,"In this video, I give a simple explanation about Data Integration and also talk about Source to Target Mapping document and all ...",3:14,,['0:10 What is Data Integration']
data integration,,https://youtube.com/watch?v=vmut0ANEOFM&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN0,service Now | Business analyst | Data Integration | Business Process flow |,47 views,9 months ago,Raj Xilinive,"This video is all about servuice Now Business analyst For More Details Please reach us at : rajxilinive@gmail.com, 91+ ...",6:40,,
data integration,https://i.ytimg.com/vi/LKFaa54VoLM/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAYnbs71uJPcnj_9MqD1SsnfqNUeA,https://youtube.com/watch?v=LKFaa54VoLM&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN0,Creating a Data Map - A Vital Step to Data Migration & System Integration,29K views,1 year ago,Bridging the Gap - Resources for Business Analysts,"Not sure how to data map? Did you know that you don't need to know SQL or how to code to create data maps? Today, I'll guide ...",7:38,8,"['Creating a Data Map - A Vital Step to Data Migration & System Integration', 'What is Data Mapping?', 'Data Mapping Example', 'When to Use Data Mapping?', 'Key Components of a Data Map', 'Benefits of Data Mapping', 'Finding Data Mapping Issues in the Data Model', 'Using Entity Relationship Diagrams']"
data integration,https://i.ytimg.com/vi/UWqRAit03eY/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLB325nXyCQb802YEOeakO0NCMlkow,https://youtube.com/watch?v=UWqRAit03eY&pp=ygU5Q291cnNlIGRhdGEgaW50ZWdyYXRpb24gZGF0YSBpbnRlZ3JhdGlvbiBCdXNpbmVzcyBBbmFseXN0,Master Data Analytics with Power BI – Advanced Techniques _ Part 3,217 views,2 days ago,Go Online Trainings (Bhaskar Jogi),Ready to take your Data Analytics skills to the next level? Part 3 of our exclusive Power BI demo series is here to help you stand ...,1:10:05,,
data integration,https://i.ytimg.com/vi/8chbARSxT2o/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AHOBYACgAqKAgwIABABGGUgTyhAMA8=&rs=AOn4CLD99ixPUdCy0OFx_Njy0425YQBA_Q,https://youtube.com/shorts/8chbARSxT2o,Analyzing data as a business analyst in tech,52K views,5 months ago,Lillian Chiu,Here's how I analyze data as a business analyst and Tech I'm Lillian and I'm a business strategy and operations manager at ...,SHORTS,,
