skill,link,image_link,partner,title,course_skill,rating,num_review,difficulty,course_type,duration
automation tools,https://www.coursera.org/professional-certificates/google-it-automation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6f/2a0dbe91f04e2b9ce48fabb56f161f/1060x596_GCC-photos_Brandon.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces,Google,Google IT Automation with Python,"['Git (Version Control System)', 'GitHub', 'Version Control', 'Cloud Services', 'Debugging', 'Puppet (Configuration Management Tool)', 'Infrastructure as Code (IaC)', 'Bash (Scripting Language)', 'Configuration Management', 'Test Automation', 'CI/CD', 'Cloud Infrastructure', 'Cloud Computing', 'Technical Communication', 'Scripting', 'Network Troubleshooting', 'Web Services', 'Python Programming', 'Restful API', 'Computer Programming']",4.7,48000,Beginner,Professional Certificate,3 - 6 Months
automation tools,https://www.coursera.org/learn/site-reliability-engineering-slos,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ed/f1c9d0e14111e889ece59127e0537b/Coursera-SRE-course-logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Google Cloud,Site Reliability Engineering: Measuring and Managing Reliability,"['Site Reliability Engineering', 'Service Level', 'DevOps', 'System Monitoring', 'Risk Management Framework', 'Software Documentation', 'Spreadsheet Software']",4.5,933,Intermediate,Course,1 - 3 Months
automation tools,https://www.coursera.org/learn/developing-a-google-sre-culture,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ab/ed9ce4161544dabb14b4918997e425/DevOps_logo-01-copy.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Google Cloud,Developing a Google SRE Culture,"['Site Reliability Engineering', 'Continuous Delivery', 'Safety Culture', 'Continuous Integration', 'Service Level', 'System Monitoring', 'Performance Measurement', 'Data-Driven Decision-Making', 'Organizational Structure', 'Automation', 'Change Management', 'Goal Setting']",4.7,876,Beginner,Course,1 - 3 Months
automation tools,https://www.coursera.org/specializations/networkautomation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2f/b8e7482ba5462cb2486cb427016b6c/Networking-image-.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Cisco Learning and Certifications,Network Automation Engineering Fundamentals,"['Ansible', 'Devops Tools', 'Development Environment', 'Postman API Platform', 'Restful API', 'Authentications', 'YAML', 'Software Development Tools', 'Software Development Methodologies', 'Software-Defined Networking', 'CI/CD', 'DevOps', 'IT Automation', 'Network Engineering', 'Network Architecture', 'Network Administration', 'Application Programming Interface (API)', 'Scripting', 'JSON', 'Network Protocols']",4.7,117,Beginner,Specialization,3 - 6 Months
automation tools,https://www.coursera.org/specializations/software-testing-automation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f1/8079a03cb711e7a0a7d9ae0ea29e46/code_with_success_error_pexels_CC0.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,University of Minnesota,Software Testing and Automation,"['Open Web Application Security Project (OWASP)', 'Software Testing', 'Selenium (Software)', 'Gherkin (Scripting Language)', 'JUnit', 'Verification And Validation', 'Test Automation', 'Unit Testing', 'Security Testing', 'Regression Testing', 'Test Case', 'Software Development Tools', 'Testability', 'Behavior-Driven Development', 'Code Coverage', 'Performance Testing', 'Development Testing', 'Software Engineering Tools', 'Test Planning', 'Acceptance Testing']",4.3,934,Intermediate,Specialization,3 - 6 Months
automation tools,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3d/9de77ef69f4fcc97b4aaa8a9958183/devops.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Google Cloud,Preparing for Google Cloud Certification: Cloud DevOps Engineer,"['Site Reliability Engineering', 'Cloud Infrastructure', 'Kubernetes', 'Application Performance Management', 'Google Cloud Platform', 'System Monitoring', 'Infrastructure As A Service (IaaS)', 'Application Deployment', 'Identity and Access Management', 'Cloud Applications', 'CI/CD', 'Containerization', 'Cloud Computing', 'Cloud Security', 'Cloud Management', 'Service Level Agreement', 'Continuous Delivery', 'Safety Culture', 'Network Monitoring', 'Continuous Integration']",4.7,54000,Beginner,Professional Certificate,3 - 6 Months
automation tools,https://www.coursera.org/specializations/roboticprocessautomation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c7/8066a4ce9f41f4864d878f3800afb7/specialization_certification_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,UiPath,Robotic Process Automation (RPA),"['Robotic Process Automation', 'Web Scraping', 'User Interface (UI)', 'Business Process Automation', 'Automation', 'Email Security', 'UI Components', 'Test Automation', 'Data Import/Export', 'Excel Macros', 'Scripting', 'IT Automation', 'Data Cleansing', 'Software Development Tools', 'Data Integration', 'Integrated Development Environments', 'Unstructured Data', 'Application Deployment', 'Configuration Management', 'Spreadsheet Software']",4.7,462,Beginner,Specialization,3 - 6 Months
automation tools,https://www.coursera.org/learn/automation-for-everyone-tech-benefits-unleashed,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0a/2f5e5737704793a7a9b07a2d417199/1.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Coursera Instructor Network,Automation for Everyone: Tech Benefits Unleashed,"['Automation', 'IT Automation', 'Business Process Automation', 'Robotic Process Automation', 'Python Programming', 'Scripting', 'Productivity Software', 'Process Optimization', 'Digital Transformation', 'Workflow Management', 'Internet Of Things', 'Artificial Intelligence']",4.5,13,Beginner,Course,1 - 4 Weeks
automation tools,https://www.coursera.org/projects/api-testing-using-rest-assured-test-automation-tool,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/47/dda78a79744edd8f3cd01f6ce3341e/Black-with-Green-Cube-Computer-Logo-16-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Coursera Project Network,API Testing Using Rest Assured Test Automation Tool,"['JSON', 'Test Automation', 'Application Programming Interface (API)', 'Restful API', 'Test Case', 'Test Tools', 'Integration Testing']",4.6,290,Beginner,Guided Project,Less Than 2 Hours
automation tools,https://www.coursera.org/learn/introduction-to-network-automation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2a/94f5da94854aa0829d855da8d065af/800x800-1-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Cisco Learning and Certifications,Introduction to Network Automation,"['Software-Defined Networking', 'Network Engineering', 'Network Architecture', 'Scripting', 'Application Programming Interface (API)', 'Data Modeling', 'General Networking', 'Automation', 'Network Administration', 'Network Infrastructure', 'Linux Commands', 'Python Programming', 'Program Development']",4.7,63,Intermediate,Course,1 - 4 Weeks
